Species,col_2b,col_WMS,Group,Color
Oribacterium_sp013394775,4.34E-05,0,s11_14,(2b)2bRAD-M only
Ornithobacterium_hominis,0.000126486,0,s11_14,(2b)2bRAD-M only
Ottowia_sp001262075,0.001008668,0.001021815,s11_14,shared
Parascardovia_denticolens,0.000305204,0.000307721,s11_14,shared
Parvimonas_micra,0.004425725,0.009740232,s11_14,shared
Pauljensenia_bouchesdurhonensis,8.97E-06,0,s11_14,(2b)2bRAD-M only
Pauljensenia_cardiffensis,4.93E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_hongkongensis,0.000296612,0.00027901,s11_14,shared
Pauljensenia_marseillensis,2.09E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_odontolytica,2.88E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_odontolytica_A,0.00012608,0.000207849,s11_14,shared
Pauljensenia_odontolytica_B,0.0002329,0.00030233,s11_14,shared
Pauljensenia_odontolytica_C,0.000213697,0.000318166,s11_14,shared
Pauljensenia_pyogenes_A,3.97E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp000185285,0.000174802,0.000229489,s11_14,shared
Pauljensenia_sp000278725,0.000833273,0.000701135,s11_14,shared
Pauljensenia_sp000308055,0.000178624,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp000411415,0.000208537,0.000293429,s11_14,shared
Pauljensenia_sp000466265,4.27E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp000758755,0.000151283,0.00019748,s11_14,shared
Pauljensenia_sp001064145,6.43E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp001072465,8.76E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp001838165,0.000145011,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp900541895,2.28E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp900554605,1.64E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp900556405,0.000150413,0.000153277,s11_14,shared
Pauljensenia_sp902373435,3.99E-05,0,s11_14,(2b)2bRAD-M only
Pauljensenia_sp902373545,5.49E-05,0,s11_14,(2b)2bRAD-M only
Peptidiphaga_gingivicola,0.000436066,0.000484429,s11_14,shared
Peptidiphaga_sp000466165,0.002638776,0.002148236,s11_14,shared
Peptoanaerobacter_margaretiae,0.000672273,0.001355774,s11_14,shared
Peptoanaerobacter_stomatis,0.000953304,0.001790538,s11_14,shared
Peptoanaerobacter_yurii,0.000131403,0,s11_14,(2b)2bRAD-M only
Peptostreptococcus_sp900759325,0.000680974,0,s11_14,(2b)2bRAD-M only
Peptostreptococcus_stomatis,0.000731931,0,s11_14,(2b)2bRAD-M only
Phocaeicola_abscessus,0.000785985,0.000728038,s11_14,shared
Porphyromonas_catoniae,0.005460246,0.003436267,s11_14,shared
Porphyromonas_endodontalis,0.0537651,0.041389081,s11_14,shared
Porphyromonas_gingivalis,0.000260202,0.000433898,s11_14,shared
Porphyromonas_gulae,0.00014887,0,s11_14,(2b)2bRAD-M only
Porphyromonas_pasteri,0.007872291,0.005102883,s11_14,shared
Porphyromonas_sp000467855,0.000331432,0.000185302,s11_14,shared
Porphyromonas_sp000768875,2.33E-05,0,s11_14,(2b)2bRAD-M only
Porphyromonas_sp003640335,0.000116368,0,s11_14,(2b)2bRAD-M only
Prevotella_amnii,0.000349828,0,s11_14,(2b)2bRAD-M only
Prevotella_aurantiaca,0.000296753,0,s11_14,(2b)2bRAD-M only
Prevotella_baroniae,0.012774569,0.010620643,s11_14,shared
Prevotella_bergensis,4.29E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_bivia,0.000290112,0,s11_14,(2b)2bRAD-M only
Prevotella_buccae,0.000310424,0.000313689,s11_14,shared
Prevotella_conceptionensis,0.003284975,0.002800873,s11_14,shared
Prevotella_denticola,0.005614266,0.003763187,s11_14,shared
Prevotella_disiens,3.83E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_enoeca,0.001147515,0.000853346,s11_14,shared
Prevotella_falsenii,0.000189516,0,s11_14,(2b)2bRAD-M only
Prevotella_fusca,0.000149479,0,s11_14,(2b)2bRAD-M only
Prevotella_histicola,0.003257685,0.002843983,s11_14,shared
Prevotella_intermedia,0.045003285,0.041219078,s11_14,shared
Prevotella_jejuni,0.002093864,0.001902114,s11_14,shared
Prevotella_koreensis,0.012164503,0.009946904,s11_14,shared
Prevotella_loescheii,0.003644218,0.002998392,s11_14,shared
Prevotella_maculosa,0.000406257,0.00045536,s11_14,shared
Prevotella_marshii,0.000211216,0.000275519,s11_14,shared
Prevotella_melaninogenica,0.022232038,0.018493671,s11_14,shared
Prevotella_melaninogenica_A,0.006787074,0.00489954,s11_14,shared
Prevotella_micans,0.000373724,0.000333608,s11_14,shared
Prevotella_multiformis,0.002486301,0.001768099,s11_14,shared
Prevotella_multisaccharivorax,0.000501041,0.0004361,s11_14,shared
Prevotella_nanceiensis,0.003133887,0.002840308,s11_14,shared
Prevotella_nigrescens,0.012333585,0.011387369,s11_14,shared
Prevotella_oralis,0.000413607,0.000409136,s11_14,shared
Prevotella_oris,0.005974868,0.004506515,s11_14,shared
Prevotella_oulorum,0.000600257,0.000596868,s11_14,shared
Prevotella_pallens,0.003193994,0.003601489,s11_14,shared
Prevotella_pleuritidis,0.025958001,0.022005107,s11_14,shared
Prevotella_saccharolytica,0.000126791,0,s11_14,(2b)2bRAD-M only
Prevotella_salivae,0.000780365,0.000445316,s11_14,shared
Prevotella_scopos,0.00110673,0.001117522,s11_14,shared
Prevotella_seregens,0.000463433,0.000394212,s11_14,shared
Prevotella_shahii,0.000296487,0.000214635,s11_14,shared
Prevotella_sp000163055,0.00031637,0.000408872,s11_14,shared
Prevotella_sp000257925,0.001345061,0.001423211,s11_14,shared
Prevotella_sp000467895,0.005539203,0.005317001,s11_14,shared
Prevotella_sp000599605,6.37E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_sp000758925,5.97E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_sp003043925,0.000217732,0.0002516,s11_14,shared
Prevotella_sp003043945,0.000151887,0,s11_14,(2b)2bRAD-M only
Prevotella_sp003932845,6.61E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_sp013333285,0.000273975,0.00030911,s11_14,shared
Prevotella_sp013333935,0.000566213,0.000377609,s11_14,shared
Prevotella_sp900113305,1.98E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_sp900540375,0.000144532,0.000138783,s11_14,shared
Prevotella_sp900548585,5.83E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_timonensis_A,2.22E-05,0,s11_14,(2b)2bRAD-M only
Prevotella_veroralis,0.001030935,0.00086657,s11_14,shared
Propionibacterium_acidifaciens,1.68E-05,0,s11_14,(2b)2bRAD-M only
Pseudomonas_E_viridiflava,5.11E-07,0,s11_14,(2b)2bRAD-M only
Pseudoramibacter_alactolyticus,0.000338123,0.000399452,s11_14,shared
Ralstonia_sp000620465,1.02E-05,0,s11_14,(2b)2bRAD-M only
Rodentibacter_sp901420285,0.00045649,0.000477443,s11_14,shared
Rothia_aeria,0.003480789,0.002412343,s11_14,shared
Rothia_dentocariosa,0.003787543,0.003076832,s11_14,shared
Rothia_mucilaginosa,0.004951064,0.003973549,s11_14,shared
Rothia_mucilaginosa_A,0.002539808,0.001930564,s11_14,shared
Rothia_mucilaginosa_B,0.003263848,0.002225922,s11_14,shared
Rothia_sp001808955,0.002074085,0.001421444,s11_14,shared
Rothia_sp902373285,6.78E-05,0,s11_14,(2b)2bRAD-M only
Saccharimonas_sp010202265,0.000568273,0.000624874,s11_14,shared
Saccharimonas_sp013333625,0.000520759,0,s11_14,(2b)2bRAD-M only
Saccharimonas_sp013333645,6.43E-05,0,s11_14,(2b)2bRAD-M only
Saccharimonas_sp013333675,0.000291834,0.000261337,s11_14,shared
Saccharimonas_sp013333795,0.000446342,0,s11_14,(2b)2bRAD-M only
Saccharimonas_sp013333845,0.000395404,0,s11_14,(2b)2bRAD-M only
Scardovia_wiggsiae,0.00074424,0.000513777,s11_14,shared
SDRK01_sp007845205,0.000104835,0,s11_14,(2b)2bRAD-M only
SDRW01_sp007845485,0.000583784,0,s11_14,(2b)2bRAD-M only
Selenomonas_sputigena,0.000645661,0.000726013,s11_14,shared
Shuttleworthia_satelles,0.00081088,0.000566383,s11_14,shared
Simonsiella_muelleri,0.000263906,0.000226511,s11_14,shared
Slackia_exigua,0.000234464,0.000262389,s11_14,shared
Stomatobaculum_longum,0.00016311,0.000141191,s11_14,shared
Streptococcus_anginosus,0.000713269,0,s11_14,(2b)2bRAD-M only
Streptococcus_anginosus_C,0.001336188,0.002575976,s11_14,shared
Streptococcus_canis,0.000343492,0,s11_14,(2b)2bRAD-M only
Streptococcus_chosunense,0.002944245,0.010445196,s11_14,shared
Streptococcus_constellatus,0.000291443,0,s11_14,(2b)2bRAD-M only
Streptococcus_cristatus,0.001188779,0.002347371,s11_14,shared
Streptococcus_cristatus_B,0.000424794,0,s11_14,(2b)2bRAD-M only
Streptococcus_cristatus_C,0.000446411,0,s11_14,(2b)2bRAD-M only
Streptococcus_cristatus_D,0.000129519,0,s11_14,(2b)2bRAD-M only
Streptococcus_cristatus_E,0.000110349,0,s11_14,(2b)2bRAD-M only
Streptococcus_cristatus_G,0.000292501,0,s11_14,(2b)2bRAD-M only
Streptococcus_dentisani,0.00088892,0,s11_14,(2b)2bRAD-M only
Streptococcus_downei,8.91E-05,0,s11_14,(2b)2bRAD-M only
Streptococcus_gordonii,0.001884527,0.002980435,s11_14,shared
Streptococcus_halitosis,0.002947785,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis,0.000420674,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_B,0.000424665,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_C,0.000145459,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_E,0.000878247,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_F,0.001043632,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_G,0.000197713,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_H,0.00036365,0,s11_14,(2b)2bRAD-M only
Streptococcus_infantis_I,0.001128199,0,s11_14,(2b)2bRAD-M only
Streptococcus_intermedius,0.000883782,0,s11_14,(2b)2bRAD-M only
Streptococcus_koreensis,0.001153035,0.001837976,s11_14,shared
Streptococcus_mitis,0.010479443,0.007900071,s11_14,shared
Streptococcus_mitis_AC,0.002449353,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_AH,0.001029196,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_AI,0.002039435,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_AK,0.002076198,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_AQ,0.001005647,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_AT,0.002770947,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_AX,0.000351175,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BB,0.0061855,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BC,0.000831985,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BG,0.000239179,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BJ,0.000416681,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BN,0.000790754,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BP,0.00048272,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_BQ,0.000409681,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_E,0.002713901,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_K,0.001073779,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_L,0.00237371,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_N,0.003121,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_O,0.010101587,0.019176771,s11_14,shared
Streptococcus_mitis_P,0.004369609,0,s11_14,(2b)2bRAD-M only
Streptococcus_mitis_W,0.001109438,0,s11_14,(2b)2bRAD-M only
Streptococcus_mutans,0.000123942,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis,0.004554079,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_AC,0.001212825,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_BD,0.001113442,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_C,0.000612943,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_E,0.000260172,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_F,0.002044138,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_G,0.000409628,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_S,0.000160434,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_T,0.001014198,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_Y,0.000368771,0,s11_14,(2b)2bRAD-M only
Streptococcus_oralis_Z,0.000210375,0,s11_14,(2b)2bRAD-M only
Streptococcus_parasanguinis,0.003375003,0.003077641,s11_14,shared
Streptococcus_parasanguinis_B,0.006875944,0.009323461,s11_14,shared
Streptococcus_parasanguinis_C,0.000161045,0,s11_14,(2b)2bRAD-M only
Streptococcus_parasanguinis_D,0.000853785,0,s11_14,(2b)2bRAD-M only
Streptococcus_peroris,0.000151328,0,s11_14,(2b)2bRAD-M only
Streptococcus_pneumoniae,0.00406709,0.003703158,s11_14,shared
Streptococcus_pneumoniae_A,0.003740392,0,s11_14,(2b)2bRAD-M only
Streptococcus_pneumoniae_C,0.003078662,0,s11_14,(2b)2bRAD-M only
Streptococcus_pneumoniae_D,0.006392758,0.006904292,s11_14,shared
Streptococcus_pseudopneumoniae,8.69E-05,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_A,0.000242433,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_D,0.001127839,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_J,0.001795359,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_L,0.000717914,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_M,0.000696568,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_N,0.000121751,0,s11_14,(2b)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0.005540212,0.013427481,s11_14,shared
Streptococcus_rubneri,0.000332952,0,s11_14,(2b)2bRAD-M only
Streptococcus_salivarius,0.032889522,0.041418087,s11_14,shared
Streptococcus_sanguinis,0.022079624,0.022511208,s11_14,shared
Streptococcus_sanguinis_A,0.000161224,0,s11_14,(2b)2bRAD-M only
Streptococcus_sanguinis_C,0.000321813,0,s11_14,(2b)2bRAD-M only
Streptococcus_sanguinis_G,0.000287213,0,s11_14,(2b)2bRAD-M only
Streptococcus_sanguinis_H,0.003153703,0.002245576,s11_14,shared
Streptococcus_sanguinis_I,0.000133638,0,s11_14,(2b)2bRAD-M only
Streptococcus_sinensis,0.002554751,0.002921068,s11_14,shared
Streptococcus_sobrinus,0.000268612,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000187445,0.00026166,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000220065,0.000800675,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000235485,0.000140039,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000259505,0.000910998,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000314795,7.57E-05,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000411475,0.000430637,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp000448565,0.000568202,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp001553685,0.000362391,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp001556435,0.00156819,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp001587175,0.005003655,0.006205784,s11_14,shared
Streptococcus_sp001808705,0.000118742,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp001811505,0.000148645,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp001814775,0.000221887,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp002355895,0.000239476,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp004166885,0.000476238,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp013394695,0.000493714,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp900550895,0.000171567,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp900766505,0.00081097,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp902363395,7.88E-05,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp902460355,0.000304229,0,s11_14,(2b)2bRAD-M only
Streptococcus_sp903645285,0.005687005,0,s11_14,(2b)2bRAD-M only
Streptococcus_timonensis,9.82E-05,0,s11_14,(2b)2bRAD-M only
Streptococcus_vestibularis,0.00020815,0,s11_14,(2b)2bRAD-M only
Tannerella_forsythia,0.024727819,0.021578814,s11_14,shared
Tannerella_forsythia_A,1.51E-05,0,s11_14,(2b)2bRAD-M only
Tannerella_sp002890585,0.000194002,0.00015301,s11_14,shared
Tannerella_sp003033925,0.001437054,0.001080521,s11_14,shared
Tardiphaga_sp002256345,1.65E-06,0,s11_14,(2b)2bRAD-M only
TM7x_sp005697215,0.000130914,0,s11_14,(2b)2bRAD-M only
TM7x_sp005697565,7.01E-05,0,s11_14,(2b)2bRAD-M only
TM7x_sp010202115,0.000131981,0,s11_14,(2b)2bRAD-M only
TM7x_sp010202465,0.000150475,0,s11_14,(2b)2bRAD-M only
TM7x_sp010202645,6.82E-05,0,s11_14,(2b)2bRAD-M only
TM7x_sp013099015,0.000151055,0,s11_14,(2b)2bRAD-M only
TM7x_sp013099195,7.92E-05,0,s11_14,(2b)2bRAD-M only
TM7x_sp013100805,0.000105576,0,s11_14,(2b)2bRAD-M only
TM7x_sp013100825,0.000100493,0,s11_14,(2b)2bRAD-M only
TM7x_sp013333695,0.000117862,0,s11_14,(2b)2bRAD-M only
TM7x_sp900555885,0.000158108,0,s11_14,(2b)2bRAD-M only
Treponema_B_denticola,0.003936878,0.005197246,s11_14,shared
Treponema_B_denticola_A,0.001447201,0.002499274,s11_14,shared
Treponema_B_pedis,3.64E-05,0,s11_14,(2b)2bRAD-M only
Treponema_B_putidum,0.00015616,0.000318041,s11_14,shared
Treponema_C_lecithinolyticum,0.001305985,0.001467301,s11_14,shared
Treponema_C_maltophilum,0.000180765,0.000243482,s11_14,shared
Treponema_D_buccale,0.00012567,0.000153095,s11_14,shared
Treponema_D_paredis,8.00E-05,9.99E-05,s11_14,shared
Treponema_D_pectinovorum,3.47E-05,0,s11_14,(2b)2bRAD-M only
Treponema_D_socranskii,0.000216473,0.000219575,s11_14,shared
Treponema_D_sp014334325,0.000106767,0.000112422,s11_14,shared
Treponema_D_sp014334335,7.13E-05,0,s11_14,(2b)2bRAD-M only
Treponema_medium,0.000565147,0.000673604,s11_14,shared
Treponema_phagedenis,1.60E-05,0,s11_14,(2b)2bRAD-M only
Treponema_sp000775995,0.00059765,0.000640033,s11_14,shared
Treponema_sp010365865,0.000586488,0.000829289,s11_14,shared
Treponema_vincentii,0.00069409,0.000633874,s11_14,shared
UBA1103_sp004138455,0.000621278,0.000752788,s11_14,shared
UBA1103_sp013333515,0.00062455,0,s11_14,(2b)2bRAD-M only
UBA2866_sp004138405,8.18E-05,0,s11_14,(2b)2bRAD-M only
UBA2866_sp013332955,0.000127277,0,s11_14,(2b)2bRAD-M only
UBA2866_sp013333135,5.95E-05,0,s11_14,(2b)2bRAD-M only
UBA2866_sp013333375,4.87E-05,0,s11_14,(2b)2bRAD-M only
UBA4285_sp900542465,0.000438769,0,s11_14,(2b)2bRAD-M only
UBA7748_sp003862175,3.58E-05,0,s11_14,(2b)2bRAD-M only
UMGS1907_sp004151455,0.001007611,0.002652748,s11_14,shared
UMGS1907_sp900555945,0.000603196,0.001013057,s11_14,shared
Veillonella_atypica,0.003660676,0.003556268,s11_14,shared
Veillonella_dispar,0.001259817,0.006457657,s11_14,shared
Veillonella_dispar_A,0.002421667,0.008254067,s11_14,shared
Veillonella_infantium,0.002261693,0,s11_14,(2b)2bRAD-M only
Veillonella_parvula,0.000271641,0,s11_14,(2b)2bRAD-M only
Veillonella_parvula_A,0.006864028,0.007773201,s11_14,shared
Veillonella_rogosae,0.002740074,0.002787988,s11_14,shared
Veillonella_sp002959755,0.000602619,0,s11_14,(2b)2bRAD-M only
Veillonella_sp003463825,0.002815349,0,s11_14,(2b)2bRAD-M only
Veillonella_sp900538355,0.000449214,0,s11_14,(2b)2bRAD-M only
Veillonella_sp900545205,0.004214826,0.010166005,s11_14,shared
Veillonella_sp900549845,0.000867501,0,s11_14,(2b)2bRAD-M only
Veillonella_sp900550175,0.000545474,0,s11_14,(2b)2bRAD-M only
Veillonella_sp900552445,0.000380606,0,s11_14,(2b)2bRAD-M only
Veillonella_sp900552715,0.000262879,0,s11_14,(2b)2bRAD-M only
Veillonella_sp900757715,0.001182732,0.001518092,s11_14,shared
Veillonella_sp900765235,0.001745516,0,s11_14,(2b)2bRAD-M only
Veillonella_tobetsuensis,0.000823325,0.000778893,s11_14,shared
W11650_sp002999035,0.000596593,0.000787168,s11_14,shared
Abiotrophia_defectiva,0.000166523,0,s11_2,(2b)2bRAD-M only
Abiotrophia_sp001815865,0.000183598,0,s11_2,(2b)2bRAD-M only
Acinetobacter_guillouiae,6.53E-05,0,s11_2,(2b)2bRAD-M only
Actinomyces_dentalis,8.75E-05,0,s11_2,(2b)2bRAD-M only
Actinomyces_gerencseriae,7.55E-05,0,s11_2,(2b)2bRAD-M only
Actinomyces_graevenitzii,0.000587264,0.000836348,s11_2,shared
Actinomyces_israelii,1.38E-05,0,s11_2,(2b)2bRAD-M only
Actinomyces_johnsonii,0.000172302,0,s11_2,(2b)2bRAD-M only
Actinomyces_massiliensis,0.000105579,0,s11_2,(2b)2bRAD-M only
Actinomyces_naeslundii,0.000336256,0.000326272,s11_2,shared
Actinomyces_oris,0.000636497,0.000870556,s11_2,shared
Actinomyces_oris_A,0.000368993,0,s11_2,(2b)2bRAD-M only
Actinomyces_oris_B,0.000218456,0.000313994,s11_2,shared
Actinomyces_oris_C,0.000119765,0.000263091,s11_2,shared
Actinomyces_oris_D,0.000147251,0,s11_2,(2b)2bRAD-M only
Actinomyces_oris_E,0.000369089,0,s11_2,(2b)2bRAD-M only
Actinomyces_sp001278845,1.55E-05,0,s11_2,(2b)2bRAD-M only
Actinomyces_sp900323545,8.74E-05,0,s11_2,(2b)2bRAD-M only
Actinomyces_timonensis,5.56E-05,0,s11_2,(2b)2bRAD-M only
Aggregatibacter_actinomycetemcomitans,0.000114562,0,s11_2,(2b)2bRAD-M only
Aggregatibacter_aphrophilus,0.000819458,0.001001178,s11_2,shared
Aggregatibacter_kilianii,0.000399166,0,s11_2,(2b)2bRAD-M only
Aggregatibacter_segnis,0.00955688,0.012617803,s11_2,shared
Aggregatibacter_segnis_A,0.005748605,0.006063284,s11_2,shared
Aggregatibacter_sp000466335,0.003198585,0.003494945,s11_2,shared
Allisonella_pneumosintes,0.001189821,0,s11_2,(2b)2bRAD-M only
Alloprevotella_rava,0.000426059,0.000448666,s11_2,shared
Alloprevotella_tannerae,0.008264113,0.008836265,s11_2,shared
Anaeroglobus_geminatus,0.00021707,0.000373224,s11_2,shared
Anaeroglobus_micronuciformis,3.73E-05,0,s11_2,(2b)2bRAD-M only
Arachnia_propionica,0.000691329,0.000710377,s11_2,shared
Arachnia_sp013333735,0.000615515,0.000534001,s11_2,shared
Arachnia_sp013333945,0.00109139,0.000854431,s11_2,shared
Arachnia_sp900607225,0.000183034,0.0001917,s11_2,shared
Bacillus_A_bombysepticus,0,0.000410753,s11_2,(WMS)2bRAD-M only
Bacteroides_D_periocalifornicus,0.000369781,0.000368939,s11_2,shared
Bacteroides_D_sp013333835,0.000172023,0,s11_2,(2b)2bRAD-M only
Bacteroides_zoogleoformans,2.18E-05,0,s11_2,(2b)2bRAD-M only
Bergeyella_A_cardium,0.000336079,0,s11_2,(2b)2bRAD-M only
Brevibacillus_agri,1.14E-05,0,s11_2,(2b)2bRAD-M only
Brevibacillus_D_fluminis,8.77E-06,0,s11_2,(2b)2bRAD-M only
Bulleidia_extructa,0.001484885,0.002256365,s11_2,shared
Bulleidia_moorei,0.000665119,0.00080082,s11_2,shared
Campylobacter_A_concisus_C,0.000349928,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_concisus_F,0.000453109,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_concisus_T,0.000866009,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_curvus,4.32E-05,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_rectus,0.012836524,0.017179724,s11_2,shared
Campylobacter_A_showae,0.000235936,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_showae_A,0.00029621,0.000995815,s11_2,shared
Campylobacter_A_showae_B,0.000420444,0.000525686,s11_2,shared
Campylobacter_A_showae_D,0.000267427,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_showae_E,0.000400883,0.000711272,s11_2,shared
Campylobacter_A_sp013201975,9.68E-05,0,s11_2,(2b)2bRAD-M only
Campylobacter_A_sp014253065,0.000282088,0,s11_2,(2b)2bRAD-M only
Campylobacter_B_gracilis,0.000176474,0,s11_2,(2b)2bRAD-M only
Campylobacter_B_sp900539505,0.000237146,0,s11_2,(2b)2bRAD-M only
Capnocytophaga_endodontalis,0.000465951,0.000534373,s11_2,shared
Capnocytophaga_gingivalis,0.002006896,0.0021678,s11_2,shared
Capnocytophaga_granulosa,0.000251127,0,s11_2,(2b)2bRAD-M only
Capnocytophaga_leadbetteri,0.001010333,0.000734851,s11_2,shared
Capnocytophaga_ochracea,0.002380022,0.002037713,s11_2,shared
Capnocytophaga_sp000192225,0.000135241,0,s11_2,(2b)2bRAD-M only
Capnocytophaga_sp000318275,0.000113478,0,s11_2,(2b)2bRAD-M only
Capnocytophaga_sp002999135,7.46E-05,0,s11_2,(2b)2bRAD-M only
Capnocytophaga_sputigena,0.003544747,0.005166516,s11_2,shared
Cardiobacterium_hominis,0.002291012,0.002036931,s11_2,shared
Cardiobacterium_valvarum,9.90E-05,0,s11_2,(2b)2bRAD-M only
Catonella_morbi,0.00037045,0,s11_2,(2b)2bRAD-M only
Centipeda_artemidis,2.93E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_felix,8.02E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_flueggei,2.02E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_infelix,0.000127253,0.000144689,s11_2,shared
Centipeda_massiliensis,2.05E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_noxia,0.000318357,0.000358265,s11_2,shared
Centipeda_periodontii,6.51E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_sp000286455,4.47E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_sp000318175,4.65E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_sp000468035,2.85E-05,0,s11_2,(2b)2bRAD-M only
Centipeda_sp001683335,0.000102872,0.000112237,s11_2,shared
Centipeda_sp001717585,2.91E-05,0,s11_2,(2b)2bRAD-M only
Corynebacterium_durum,0.000935619,0.000887011,s11_2,shared
Corynebacterium_matruchotii,0.001461382,0.00128864,s11_2,shared
Cutibacterium_acnes,0.000145242,0,s11_2,(2b)2bRAD-M only
Desulfobulbus_oralis,0.00235417,0.002337074,s11_2,shared
Desulfovibrio_sp000403945,5.91E-05,0,s11_2,(2b)2bRAD-M only
Dialister_invisus,0.00239964,0.002409621,s11_2,shared
Eikenella_corrodens,0.000995165,0.001051464,s11_2,shared
Eikenella_corrodens_B,6.09E-05,0,s11_2,(2b)2bRAD-M only
