Species,col_mpa,col_2bp,Group,Color
Streptococcus_mitis_AK,0,0.011323357,s17_14,(WMS)2bRAD-M only
Streptococcus_mitis_BB,0,0.020260917,s17_14,(WMS)2bRAD-M only
Streptococcus_mitis_N,0,0.012568926,s17_14,(WMS)2bRAD-M only
Streptococcus_mitis_O,0,0.031775374,s17_14,(WMS)2bRAD-M only
Streptococcus_mitis_P,0,0.008034837,s17_14,(WMS)2bRAD-M only
Streptococcus_oralis,0,0.007365238,s17_14,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.010782164,0,s17_14,(WMS)MPA only
Streptococcus_parasanguinis,0,0.003243246,s17_14,(WMS)2bRAD-M only
Streptococcus_parasanguinis_B,0.003111705,0.0037639,s17_14,shared
Streptococcus_pneumoniae,0.000138454,0.007479287,s17_14,shared
Streptococcus_pneumoniae_D,0,0.014400941,s17_14,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0,0.01978734,s17_14,(WMS)2bRAD-M only
Streptococcus_salivarius,0.009574049,0.012016673,s17_14,shared
Streptococcus_sanguinis,0.006957845,0.009839411,s17_14,shared
Streptococcus_sinensis,0.003127239,0.003394949,s17_14,shared
Streptococcus_sp903645285,0,0.006486411,s17_14,(WMS)2bRAD-M only
Streptococcus_symci,0.101666899,0,s17_14,(WMS)MPA only
Streptococcus_xiaochunlingii,0.001281965,0,s17_14,(WMS)MPA only
Tannerella_forsythia,0.017014203,0.019666882,s17_14,shared
Tannerella_sp002890585,0,0.000271623,s17_14,(WMS)2bRAD-M only
Tannerella_sp003033925,0.000586488,0.001194876,s17_14,shared
Treponema_B_denticola,0.003180007,0.005340182,s17_14,shared
Treponema_B_denticola_A,0,0.002050396,s17_14,(WMS)2bRAD-M only
Treponema_C_lecithinolyticum,0.00069449,0.000928527,s17_14,shared
Treponema_C_maltophilum,2.22E-05,0.000277037,s17_14,shared
Treponema_D_buccale,0,0.000192487,s17_14,(WMS)2bRAD-M only
Treponema_D_paredis,0,8.58E-05,s17_14,(WMS)2bRAD-M only
Treponema_D_socranskii,0,0.000178895,s17_14,(WMS)2bRAD-M only
Treponema_D_sp014334325,0,0.000112484,s17_14,(WMS)2bRAD-M only
Treponema_D_sp014334335,0,0.000296251,s17_14,(WMS)2bRAD-M only
Treponema_D_sp905372235,0.001461228,0,s17_14,(WMS)MPA only
Treponema_medium,0,0.000734608,s17_14,(WMS)2bRAD-M only
Treponema_sp000775995,0,0.000725646,s17_14,(WMS)2bRAD-M only
Treponema_sp010365865,0,0.000667716,s17_14,(WMS)2bRAD-M only
Treponema_sp905373565,0.000317347,0,s17_14,(WMS)MPA only
Treponema_vincentii,0.000270004,0.001244325,s17_14,shared
UBA1103_sp004138455,0,0.000589076,s17_14,(WMS)2bRAD-M only
UBA1103_sp013333515,0,0.00056304,s17_14,(WMS)2bRAD-M only
UBA4285_sp900542465,0.000335471,0.00059527,s17_14,shared
UMGS1907_sp004151455,0,0.021362621,s17_14,(WMS)2bRAD-M only
UMGS1907_sp900555945,0,0.001604885,s17_14,(WMS)2bRAD-M only
Veillonella_atypica,0.003678344,0.004821754,s17_14,shared
Veillonella_dispar,0,0.005549566,s17_14,(WMS)2bRAD-M only
Veillonella_dispar_A,0,0.005169054,s17_14,(WMS)2bRAD-M only
Veillonella_infantium,0,0.002979831,s17_14,(WMS)2bRAD-M only
Veillonella_nakazawae,0.012614863,0,s17_14,(WMS)MPA only
Veillonella_parvula_A,0.010576147,0.010770149,s17_14,shared
Veillonella_rogosae,0.001092715,0.003019039,s17_14,shared
Veillonella_sp900538355,0,0.001752424,s17_14,(WMS)2bRAD-M only
Veillonella_sp900545205,0,0.009359101,s17_14,(WMS)2bRAD-M only
Veillonella_sp900757715,0,0.002016028,s17_14,(WMS)2bRAD-M only
Veillonella_tobetsuensis,0,0.000506202,s17_14,(WMS)2bRAD-M only
W11650_sp002999035,6.78E-05,0.000415677,s17_14,shared
Actinomyces_naeslundii,0,0.000245416,s17_2,(WMS)2bRAD-M only
Actinomyces_oris,0,0.000785385,s17_2,(WMS)2bRAD-M only
Actinomyces_oris_A,0,0.000242451,s17_2,(WMS)2bRAD-M only
Actinomyces_oris_E,0,0.000241251,s17_2,(WMS)2bRAD-M only
Actinomyces_sp900323545,0,0.000158911,s17_2,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.001046952,s17_2,(WMS)2bRAD-M only
Aggregatibacter_kilianii,0,0.000696181,s17_2,(WMS)2bRAD-M only
Aggregatibacter_segnis,0.018436954,0.01371306,s17_2,shared
Aggregatibacter_segnis_A,0,0.006199367,s17_2,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.009080731,0.003625475,s17_2,shared
Allisonella_pneumosintes,0.000250619,0,s17_2,(WMS)MPA only
Alloprevotella_rava,0,0.000294873,s17_2,(WMS)2bRAD-M only
Alloprevotella_sp000318095,0.000597056,0,s17_2,(WMS)MPA only
Alloprevotella_sp003639005,0.000912533,0,s17_2,(WMS)MPA only
Alloprevotella_sp015257125,0.002585319,0,s17_2,(WMS)MPA only
Alloprevotella_sp900095835,0.000476155,0,s17_2,(WMS)MPA only
Alloprevotella_sp905371275,0.030744558,0,s17_2,(WMS)MPA only
Alloprevotella_tannerae,0.007784398,0.007003121,s17_2,shared
Anaeroglobus_geminatus,0,0.000382958,s17_2,(WMS)2bRAD-M only
Arachnia_propionica,0.000115129,0.001067362,s17_2,shared
Arachnia_sp013333735,0,0.000443305,s17_2,(WMS)2bRAD-M only
Arachnia_sp013333945,0,0.000411945,s17_2,(WMS)2bRAD-M only
Arachnia_sp900607225,0,0.00013278,s17_2,(WMS)2bRAD-M only
Arachnia_sp905372155,0.000408987,0,s17_2,(WMS)MPA only
Bacillus_A_bombysepticus,0,0.000525989,s17_2,(WMS)2bRAD-M only
Bergeyella_A_cardium,0.00013381,0.000352362,s17_2,shared
Brevibacillus_D_fluminis,0,7.66E-05,s17_2,(WMS)2bRAD-M only
Bulleidia_extructa,0.00154989,0.001811011,s17_2,shared
Bulleidia_moorei,0,0.000526475,s17_2,(WMS)2bRAD-M only
Bulleidia_sp015256455,8.98E-05,0,s17_2,(WMS)MPA only
Campylobacter_A_rectus,0.019948327,0.012394139,s17_2,shared
Campylobacter_A_showae,0,0.000550652,s17_2,(WMS)2bRAD-M only
Campylobacter_A_showae_B,0,0.00044846,s17_2,(WMS)2bRAD-M only
Campylobacter_A_showae_E,0,0.000664903,s17_2,(WMS)2bRAD-M only
Campylobacter_A_sp014253065,0,0.000571748,s17_2,(WMS)2bRAD-M only
Capnocytophaga_endodontalis,0,0.000621774,s17_2,(WMS)2bRAD-M only
Capnocytophaga_gingivalis,0.000893538,0.001028162,s17_2,shared
Capnocytophaga_leadbetteri,0.000216195,0.000846249,s17_2,shared
Capnocytophaga_ochracea,0.000891019,0.001627398,s17_2,shared
Capnocytophaga_sp000318275,0,0.000308535,s17_2,(WMS)2bRAD-M only
Capnocytophaga_sputigena,0.003739236,0.004264907,s17_2,shared
Cardiobacterium_hominis,0.001774166,0.002108625,s17_2,shared
Cardiobacterium_valvarum,0,0.000144898,s17_2,(WMS)2bRAD-M only
Catonella_morbi,0.000156269,0.00060367,s17_2,shared
Centipeda_infelix,0,8.07E-05,s17_2,(WMS)2bRAD-M only
Centipeda_noxia,0,0.000131766,s17_2,(WMS)2bRAD-M only
Corynebacterium_durum,0.000856071,0.001429354,s17_2,shared
Corynebacterium_matruchotii,0.000318311,0.000672101,s17_2,shared
Cutibacterium_acnes,0,0.000982503,s17_2,(WMS)2bRAD-M only
Desulfobulbus_oralis,0.00072268,0.001062155,s17_2,shared
Dialister_invisus,0.000597056,0.000928787,s17_2,shared
Eikenella_corrodens,0,0.001279335,s17_2,(WMS)2bRAD-M only
Eikenella_halliae,0.000591599,0.000596118,s17_2,shared
Eubacterium_A_nodatum,0,0.005125845,s17_2,(WMS)2bRAD-M only
Eubacterium_B_infirmum,0,0.000421534,s17_2,(WMS)2bRAD-M only
Eubacterium_M_brachy,0.004363683,0.003783592,s17_2,shared
Eubacterium_N_saphenum,0.015108594,0.010422319,s17_2,shared
F0040_sp000318095,0,0.001738245,s17_2,(WMS)2bRAD-M only
F0040_sp003639005,0,0.001484697,s17_2,(WMS)2bRAD-M only
F0040_sp900095835,0,0.002803349,s17_2,(WMS)2bRAD-M only
F0058_sp000163695,0.001434236,0.001338942,s17_2,shared
F0422_sp001553345,7.42E-05,0.002791343,s17_2,shared
F0422_sp003992015,0,0.002280385,s17_2,(WMS)2bRAD-M only
F0422_sp003992055,2.17E-05,0.000800047,s17_2,shared
F0422_sp003999875,0.000430712,0,s17_2,(WMS)MPA only
F0422_sp900766245,0,0.001545626,s17_2,(WMS)2bRAD-M only
Filifactor_alocis,0.014861019,0.012498794,s17_2,shared
Flexilinea_sp001717545,0,0.000397277,s17_2,(WMS)2bRAD-M only
Fretibacterium_fastidiosum,0.002119135,0.002676027,s17_2,shared
Fusobacterium_animalis,0.003478647,0,s17_2,(WMS)MPA only
Fusobacterium_hwasookii,0.000156794,0,s17_2,(WMS)MPA only
Fusobacterium_nucleatum,0.002403547,0,s17_2,(WMS)MPA only
Fusobacterium_nucleatum_J,0.038806757,0.025836717,s17_2,shared
Fusobacterium_polymorphum,0.001216571,0,s17_2,(WMS)MPA only
Fusobacterium_pseudoperiodonticum,0.01046627,0,s17_2,(WMS)MPA only
Fusobacterium_vincentii,0.019035059,0.020540216,s17_2,shared
Gemella_haemolysans_A,0.000602199,0,s17_2,(WMS)MPA only
Gemella_haemolysans_B,0.000208324,0,s17_2,(WMS)MPA only
Gemella_morbillorum,0.002106121,0.001865476,s17_2,shared
Gemella_sanguinis,0.000745559,0,s17_2,(WMS)MPA only
Gemella_sp002871655,0,0.002592756,s17_2,(WMS)2bRAD-M only
GN02-873_sp003260345,0.002109584,0.001448349,s17_2,shared
Granulicatella_adiacens,0.001720642,0.002067089,s17_2,shared
Granulicatella_elegans,0.00360595,0,s17_2,(WMS)MPA only
Granulicatella_sp001058355,0.000485495,0.001276989,s17_2,shared
Haemophilus_A_parahaemolyticus,0.048831296,0.052123427,s17_2,shared
Haemophilus_A_paraphrohaemolyticus,0.002240876,0.003788074,s17_2,shared
Haemophilus_A_sputorum,0.029213979,0.026820088,s17_2,shared
Haemophilus_D_parainfluenzae,0.059539789,0.038156966,s17_2,shared
Haemophilus_D_parainfluenzae_J,0,0.002154608,s17_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_K,0,0.006553446,s17_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_L,0,0.002208429,s17_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_M,0,0.011228736,s17_2,(WMS)2bRAD-M only
Haemophilus_D_parainfluenzae_N,0,0.004824534,s17_2,(WMS)2bRAD-M only
Haemophilus_D_sp001679485,0,0.007501291,s17_2,(WMS)2bRAD-M only
Haemophilus_D_sp900756875,0,0.003296991,s17_2,(WMS)2bRAD-M only
Haemophilus_haemolyticus,0,0.029875332,s17_2,(WMS)2bRAD-M only
Haemophilus_influenzae,0.025609498,0,s17_2,(WMS)MPA only
Haemophilus_seminalis,0.008311558,0,s17_2,(WMS)MPA only
Haemophilus_sp002998595,0,0.008446144,s17_2,(WMS)2bRAD-M only
Hornefia_nodata,0.006327178,0,s17_2,(WMS)MPA only
HOT-345_sp013333295,0.003448526,0.002377203,s17_2,shared
HOT-345_sp013333605,0.001141218,0,s17_2,(WMS)MPA only
JABCPE02_sp013333255,0.005723091,0.002394623,s17_2,shared
JABCPE02_sp013333875,0,0.001544345,s17_2,(WMS)2bRAD-M only
Kingella_A_denitrificans,6.46E-05,0.000351656,s17_2,shared
Kingella_B_oralis,0.000302044,0.000355372,s17_2,shared
Lautropia_dentalis,0.001935683,0.001862028,s17_2,shared
Lautropia_mirabilis,0.008502881,0.005841399,s17_2,shared
Leptotrichia_A_sp000469505,0.000412345,0,s17_2,(WMS)MPA only
Leptotrichia_A_sp001274535,0.001682966,0,s17_2,(WMS)MPA only
Leptotrichia_buccalis,0.000286721,0,s17_2,(WMS)MPA only
Leptotrichia_trevisanii,0.000981905,0.001970044,s17_2,shared
Mesocricetibacter_sp905373425,0.007093937,0,s17_2,(WMS)MPA only
Mogibacterium_timidum,0.004031834,0.004455741,s17_2,shared
Mycobacterium_tuberculosis,0,3.18E-05,s17_2,(WMS)2bRAD-M only
Neisseria_cerebrosa,0,0.002091032,s17_2,(WMS)2bRAD-M only
Neisseria_cinerea,0,0.000727172,s17_2,(WMS)2bRAD-M only
Neisseria_elongata,0.012877059,0.013708688,s17_2,shared
Neisseria_flavescens,0,0.001387078,s17_2,(WMS)2bRAD-M only
Neisseria_flavescens_A,0,0.001886006,s17_2,(WMS)2bRAD-M only
Neisseria_flavescens_B,0,0.021568456,s17_2,(WMS)2bRAD-M only
Neisseria_flavescens_C,0,0.003757426,s17_2,(WMS)2bRAD-M only
Neisseria_lactamica_B,0,0.001572479,s17_2,(WMS)2bRAD-M only
Neisseria_macacae,0,0.002341249,s17_2,(WMS)2bRAD-M only
Neisseria_meningitidis,0,0.001011248,s17_2,(WMS)2bRAD-M only
Neisseria_mucosa,0.016992537,0.009935787,s17_2,shared
Neisseria_mucosa_A,0,0.003648078,s17_2,(WMS)2bRAD-M only
Neisseria_perflava,0,0.001906931,s17_2,(WMS)2bRAD-M only
Neisseria_sicca,0,0.001152174,s17_2,(WMS)2bRAD-M only
Neisseria_sicca_A,0,0.003689051,s17_2,(WMS)2bRAD-M only
Neisseria_sicca_B,0.020186877,0.003395646,s17_2,shared
Neisseria_sicca_C,0,0.001656149,s17_2,(WMS)2bRAD-M only
Neisseria_sicca_D,0,0.0056612,s17_2,(WMS)2bRAD-M only
Neisseria_sicca_E,0,0.000838612,s17_2,(WMS)2bRAD-M only
Neisseria_sp000090875,0.022100731,0.015084592,s17_2,shared
Neisseria_sp000186165,0,0.00825145,s17_2,(WMS)2bRAD-M only
Neisseria_sp000227275,0,0.00204692,s17_2,(WMS)2bRAD-M only
Neisseria_sp001809325,0,0.002114764,s17_2,(WMS)2bRAD-M only
Neisseria_subflava,0,0.02127009,s17_2,(WMS)2bRAD-M only
Neisseria_subflava_A,0,0.029021721,s17_2,(WMS)2bRAD-M only
Neisseria_subflava_C,0.130798418,0.012737288,s17_2,shared
Olsenella_uli,0,0.00013217,s17_2,(WMS)2bRAD-M only
Oribacterium_asaccharolyticum,0,0.00051029,s17_2,(WMS)2bRAD-M only
Oribacterium_sinus,0,0.001195831,s17_2,(WMS)2bRAD-M only
Ottowia_sp001262075,0,0.000431808,s17_2,(WMS)2bRAD-M only
Parvimonas_micra,0.002238882,0,s17_2,(WMS)MPA only
Parvimonas_sp015257355,0.001655469,0,s17_2,(WMS)MPA only
Pauljensenia_meyeri,0,0.000408121,s17_2,(WMS)2bRAD-M only
Pauljensenia_odontolytica_A,0,0.000272279,s17_2,(WMS)2bRAD-M only
Pauljensenia_odontolytica_B,0,0.000321054,s17_2,(WMS)2bRAD-M only
Pauljensenia_sp000278725,0,0.000331331,s17_2,(WMS)2bRAD-M only
Pauljensenia_sp000466265,0,0.000262592,s17_2,(WMS)2bRAD-M only
Pauljensenia_sp902373545,0,0.000153797,s17_2,(WMS)2bRAD-M only
Peptidiphaga_gingivicola,0,8.51E-05,s17_2,(WMS)2bRAD-M only
Peptidiphaga_sp000466165,0,0.000428314,s17_2,(WMS)2bRAD-M only
Peptoanaerobacter_stomatis,8.54E-05,0.001158173,s17_2,shared
Peptostreptococcus_stomatis,0.000275911,0,s17_2,(WMS)MPA only
Phocaeicola_abscessus,0,0.000148726,s17_2,(WMS)2bRAD-M only
Porphyromonas_catoniae,0.005786585,0.005643673,s17_2,shared
Porphyromonas_endodontalis,0.006593749,0.003766496,s17_2,shared
Porphyromonas_gingivalis,0.057514164,0.065808197,s17_2,shared
Porphyromonas_pasteri,0.035540737,0.027397922,s17_2,shared
Porphyromonas_sp000467855,0.007586569,0.004333188,s17_2,shared
Porphyromonas_sp003640335,0.00400906,0.003428332,s17_2,shared
Porphyromonas_sp905372525,0.001414296,0,s17_2,(WMS)MPA only
Prevotella_aurantiaca,0.000329121,0.000797122,s17_2,shared
Prevotella_baroniae,0.000740522,0.001046527,s17_2,shared
Prevotella_buccae,0,0.000420183,s17_2,(WMS)2bRAD-M only
Prevotella_conceptionensis,0.001445571,0.001601811,s17_2,shared
Prevotella_denticola,0,0.000384364,s17_2,(WMS)2bRAD-M only
Prevotella_enoeca,0.001038472,0.001191023,s17_2,shared
Prevotella_intermedia,0.022014357,0.026306945,s17_2,shared
Prevotella_koreensis,0.001399918,0.001136654,s17_2,shared
Prevotella_loescheii,0.000107258,0.00076054,s17_2,shared
Prevotella_maculosa,0,0.000137141,s17_2,(WMS)2bRAD-M only
Prevotella_marshii,0,0.000171405,s17_2,(WMS)2bRAD-M only
Prevotella_melaninogenica,0.002743582,0.00222201,s17_2,shared
Prevotella_melaninogenica_A,0,0.004489391,s17_2,(WMS)2bRAD-M only
Prevotella_micans,0,0.000133118,s17_2,(WMS)2bRAD-M only
Prevotella_multiformis,0,0.000239042,s17_2,(WMS)2bRAD-M only
Prevotella_nanceiensis,0.000725619,0.000589752,s17_2,shared
Prevotella_nigrescens,0.000226585,0.000936558,s17_2,shared
Prevotella_oralis,0,0.000236057,s17_2,(WMS)2bRAD-M only
Prevotella_oris,0.005411391,0.005890096,s17_2,shared
Prevotella_oulorum,0,0.000141746,s17_2,(WMS)2bRAD-M only
Prevotella_pleuritidis,0.003095162,0.003558767,s17_2,shared
Prevotella_seregens,0.002512274,0.00326462,s17_2,shared
Prevotella_shahii,0.001447774,0.001073458,s17_2,shared
Prevotella_sp000467895,3.98E-05,0.000622731,s17_2,shared
Prevotella_sp905372445,0.005355663,0,s17_2,(WMS)MPA only
Prevotella_veroralis,0.002020063,0.00213601,s17_2,shared
Ralstonia_sp000620465,0,9.70E-05,s17_2,(WMS)2bRAD-M only
Rothia_aeria,0.02386881,0.025977474,s17_2,shared
Rothia_dentocariosa,0.001487655,0.002649165,s17_2,shared
Rothia_mucilaginosa,0.020798311,0.008084691,s17_2,shared
Rothia_mucilaginosa_A,0,0.000559312,s17_2,(WMS)2bRAD-M only
Rothia_mucilaginosa_B,0,0.01016146,s17_2,(WMS)2bRAD-M only
Rothia_sp001808955,0,0.004818391,s17_2,(WMS)2bRAD-M only
Saccharimonas_sp013333675,0,0.000250651,s17_2,(WMS)2bRAD-M only
Saccharimonas_sp015257605,0.001290561,0,s17_2,(WMS)MPA only
Selenomonas_sputigena,0,0.000186802,s17_2,(WMS)2bRAD-M only
Slackia_exigua,0,9.76E-05,s17_2,(WMS)2bRAD-M only
Sphingomonas_paucimobilis,0,6.77E-05,s17_2,(WMS)2bRAD-M only
Streptococcus_chosunense,0,0.012774583,s17_2,(WMS)2bRAD-M only
Streptococcus_cristatus,0.000401431,0,s17_2,(WMS)MPA only
Streptococcus_infantis,0.003201791,0,s17_2,(WMS)MPA only
Streptococcus_koreensis,0,0.002605966,s17_2,(WMS)2bRAD-M only
Streptococcus_mitis,0,0.013884579,s17_2,(WMS)2bRAD-M only
Streptococcus_mitis_AP,0,0.00655659,s17_2,(WMS)2bRAD-M only
Streptococcus_mitis_BB,0,0.022259137,s17_2,(WMS)2bRAD-M only
Streptococcus_mitis_BQ,0,0.009049516,s17_2,(WMS)2bRAD-M only
Streptococcus_mitis_O,0,0.020298253,s17_2,(WMS)2bRAD-M only
Streptococcus_mitis_Q,0,0.012033221,s17_2,(WMS)2bRAD-M only
Streptococcus_oralis_S,0.003350294,0,s17_2,(WMS)MPA only
Streptococcus_pneumoniae,0,0.001566407,s17_2,(WMS)2bRAD-M only
Streptococcus_pneumoniae_D,0,0.018177803,s17_2,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_C,0,0.02957187,s17_2,(WMS)2bRAD-M only
Streptococcus_pseudopneumoniae_O,0,0.012357926,s17_2,(WMS)2bRAD-M only
Streptococcus_sanguinis,0.004652084,0,s17_2,(WMS)MPA only
Streptococcus_symci,0.086893543,0,s17_2,(WMS)MPA only
Streptococcus_timonensis,0.000781767,0,s17_2,(WMS)MPA only
Streptococcus_xiaochunlingii,0.000574282,0,s17_2,(WMS)MPA only
Tannerella_forsythia,0.01473487,0.018244501,s17_2,shared
Tannerella_sp002890585,0,0.000315899,s17_2,(WMS)2bRAD-M only
Tannerella_sp003033925,1.33E-05,0.000469463,s17_2,shared
Treponema_B_denticola,0.002248747,0.003378011,s17_2,shared
Treponema_B_denticola_A,0,0.001758908,s17_2,(WMS)2bRAD-M only
Treponema_C_lecithinolyticum,0.003351343,0.002975178,s17_2,shared
Treponema_C_maltophilum,0.000246316,0.000283,s17_2,shared
Treponema_D_buccale,0,0.000149686,s17_2,(WMS)2bRAD-M only
Treponema_D_socranskii,0,0.000441484,s17_2,(WMS)2bRAD-M only
Treponema_D_sp014334325,0,0.000112885,s17_2,(WMS)2bRAD-M only
Treponema_D_sp905372235,0.000689516,0,s17_2,(WMS)MPA only
Treponema_medium,0,0.000406371,s17_2,(WMS)2bRAD-M only
Treponema_sp000775995,0,0.000158681,s17_2,(WMS)2bRAD-M only
Treponema_sp010365865,0,0.000515729,s17_2,(WMS)2bRAD-M only
Treponema_sp905373565,0.000423365,0,s17_2,(WMS)MPA only
Treponema_vincentii,0,0.000308695,s17_2,(WMS)2bRAD-M only
Veillonella_parvula_A,0.000722261,0.002005473,s17_2,shared
Veillonella_rogosae,0.004281928,0.002011027,s17_2,shared
Veillonella_sp900552445,0,0.003859754,s17_2,(WMS)2bRAD-M only
W11650_sp002999035,0.002320427,0.001652306,s17_2,shared
W5053_sp000467935,0.002244549,0.001473128,s17_2,shared
Abiotrophia_defectiva,0.00056234,0.000326557,s17_6,shared
Abiotrophia_sp001815865,0.000182212,0.000217011,s17_6,shared
Acinetobacter_guillouiae,0,2.85E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_dentalis,8.85E-05,9.03E-05,s17_6,shared
Actinomyces_gerencseriae,0,7.28E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_graevenitzii,0.000520942,0.000535902,s17_6,shared
Actinomyces_johnsonii,0,0.000125608,s17_6,(WMS)2bRAD-M only
Actinomyces_massiliensis,0.000177012,0.000244613,s17_6,shared
Actinomyces_naeslundii,0.000418263,0.000512477,s17_6,shared
Actinomyces_oris,0.001941118,0.001731792,s17_6,shared
Actinomyces_oris_A,0,0.00128545,s17_6,(WMS)2bRAD-M only
Actinomyces_oris_B,0,7.36E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_oris_C,0,0.000125869,s17_6,(WMS)2bRAD-M only
Actinomyces_oris_D,0,0.000183023,s17_6,(WMS)2bRAD-M only
Actinomyces_oris_E,0,0.003549865,s17_6,(WMS)2bRAD-M only
Actinomyces_sp000195595,0,6.64E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_sp001278845,0,4.18E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_sp002999235,0,2.85E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_sp900323545,0,6.53E-05,s17_6,(WMS)2bRAD-M only
Actinomyces_timonensis,0,4.35E-05,s17_6,(WMS)2bRAD-M only
Aggregatibacter_actinomycetemcomitans,0,9.54E-05,s17_6,(WMS)2bRAD-M only
Aggregatibacter_aphrophilus,0,0.00163137,s17_6,(WMS)2bRAD-M only
Aggregatibacter_kilianii,0,0.001128973,s17_6,(WMS)2bRAD-M only
Aggregatibacter_segnis,0.009832536,0.009220847,s17_6,shared
Aggregatibacter_segnis_A,0,0.011498828,s17_6,(WMS)2bRAD-M only
Aggregatibacter_sp000466335,0.047252049,0.015869091,s17_6,shared
Allisonella_pneumosintes,1.46E-05,0,s17_6,(WMS)MPA only
Alloprevotella_rava,0.000181295,0.000193025,s17_6,shared
Alloprevotella_sp000318095,0.001825489,0,s17_6,(WMS)MPA only
Alloprevotella_sp003639005,0.00041449,0,s17_6,(WMS)MPA only
Alloprevotella_sp015257125,0.014897877,0,s17_6,(WMS)MPA only
Alloprevotella_sp015259235,0.002567288,0,s17_6,(WMS)MPA only
Alloprevotella_sp900095835,0.001779298,0,s17_6,(WMS)MPA only
Alloprevotella_sp905369775,0.001996179,0,s17_6,(WMS)MPA only
Alloprevotella_sp905371275,0.014553948,0,s17_6,(WMS)MPA only
Alloprevotella_tannerae,0.003454898,0.002893781,s17_6,shared
Anaeroglobus_geminatus,0,7.54E-05,s17_6,(WMS)2bRAD-M only
Anaeroglobus_micronuciformis,0.000149074,0.000210168,s17_6,shared
Arachnia_propionica,0.000512683,0.000795699,s17_6,shared
Arachnia_rubra,0.000118484,0,s17_6,(WMS)MPA only
Arachnia_sp013333735,0,0.000231197,s17_6,(WMS)2bRAD-M only
Arachnia_sp013333945,0.000211884,0.000289844,s17_6,shared
Arachnia_sp900607225,0,5.98E-05,s17_6,(WMS)2bRAD-M only
Arachnia_sp905372155,0.000233297,0,s17_6,(WMS)MPA only
Bacillus_A_bombysepticus,0,5.86E-05,s17_6,(WMS)2bRAD-M only
Bacillus_A_cereus,0,0.004274779,s17_6,(WMS)2bRAD-M only
Bacteroides_D_periocalifornicus,0,8.32E-05,s17_6,(WMS)2bRAD-M only
Bacteroides_D_sp013333835,1.56E-05,0,s17_6,(WMS)MPA only
Bergeyella_A_cardium,0.002198479,0.002119878,s17_6,shared
Brevibacillus_D_fluminis,7.85E-06,1.15E-05,s17_6,shared
Brevundimonas_aurantiaca,0,3.42E-05,s17_6,(WMS)2bRAD-M only
Bulleidia_extructa,8.96E-05,0.000157102,s17_6,shared
Bulleidia_moorei,0,0.000397884,s17_6,(WMS)2bRAD-M only
Bulleidia_sp015256455,0.000685616,0,s17_6,(WMS)MPA only
Bulleidia_sp900554555,0,0.000182171,s17_6,(WMS)2bRAD-M only
CAG-793_sp013333035,5.61E-06,0,s17_6,(WMS)MPA only
CAG-793_sp013333395,0.000292335,0,s17_6,(WMS)MPA only
CAJPNX01_sp905372165,0.015951487,0,s17_6,(WMS)MPA only
CAJPPJ01_sp905372515,7.04E-06,0,s17_6,(WMS)MPA only
Campylobacter_A_concisus_T,0.000397258,0.000172241,s17_6,shared
Campylobacter_A_rectus,0.000653599,0.000374216,s17_6,shared
Campylobacter_A_showae,0,5.60E-05,s17_6,(WMS)2bRAD-M only
Campylobacter_A_showae_A,8.69E-05,0.000115505,s17_6,shared
Campylobacter_A_showae_B,0,5.27E-05,s17_6,(WMS)2bRAD-M only
Campylobacter_A_showae_D,0,4.88E-05,s17_6,(WMS)2bRAD-M only
Campylobacter_A_showae_E,0,5.01E-05,s17_6,(WMS)2bRAD-M only
Campylobacter_A_sp014253065,0,3.27E-05,s17_6,(WMS)2bRAD-M only
Campylobacter_B_gracilis,0.000105738,3.66E-05,s17_6,shared
Campylobacter_B_sp900539505,0,4.74E-05,s17_6,(WMS)2bRAD-M only
Capnocytophaga_bilenii,0.00025573,0,s17_6,(WMS)MPA only
Capnocytophaga_endodontalis,0,0.000429694,s17_6,(WMS)2bRAD-M only
Capnocytophaga_gingivalis,0.001924395,0.00163334,s17_6,shared
Capnocytophaga_granulosa,0.000538276,0.000617748,s17_6,shared
Capnocytophaga_leadbetteri,0.002403939,0.002210395,s17_6,shared
Capnocytophaga_ochracea,0.000462822,0.00067125,s17_6,shared
Capnocytophaga_sp000318275,0,0.000200935,s17_6,(WMS)2bRAD-M only
Capnocytophaga_sp000466425,1.11E-05,5.43E-05,s17_6,shared
Capnocytophaga_sp905372595,0.000792068,0,s17_6,(WMS)MPA only
Capnocytophaga_sputigena,0.001624923,0.001212302,s17_6,shared
Cardiobacterium_hominis,0.000921666,0.00085053,s17_6,shared
Cardiobacterium_valvarum,9.29E-05,0.000116826,s17_6,shared
